risk_level,gender,name_norm,display_name,player_key,match_count,country,birth_year,hand,height,recommended_canonical_key,all_player_keys,all_match_counts,all_countries,all_birth_years
MEDIUM,women,patricia grigoras,Patricia Grigoras,women:sackmann:265196,0,USA,,U,,women:sackmann:265196,women:sackmann:260605 | women:sackmann:265196,women:sackmann:260605=0 | women:sackmann:265196=0,USA,
MEDIUM,women,patricia rodriguez carretero,Patricia Rodriguez Carretero,women:sackmann:259919,0,ESP,2003,U,,women:sackmann:266548,women:sackmann:259919 | women:sackmann:266548,women:sackmann:259919=0 | women:sackmann:266548=0,ESP,2003
MEDIUM,women,patricia rodriguez carretero,Patricia Rodriguez Carretero,women:sackmann:266548,0,ESP,,U,,women:sackmann:266548,women:sackmann:259919 | women:sackmann:266548,women:sackmann:259919=0 | women:sackmann:266548=0,ESP,2003
MEDIUM,women,pola piaskowska,Pola Piaskowska,women:sackmann:266418,0,POL,,U,,women:sackmann:269673,women:sackmann:266418 | women:sackmann:269673,women:sackmann:266418=0 | women:sackmann:269673=0,POL,
MEDIUM,women,pola piaskowska,Pola Piaskowska,women:sackmann:269673,0,POL,,U,,women:sackmann:269673,women:sackmann:266418 | women:sackmann:269673,women:sackmann:266418=0 | women:sackmann:269673=0,POL,
MEDIUM,women,rianna alame,Rianna Alame,women:sackmann:266384,0,AUS,,U,,women:sackmann:270281,women:sackmann:266384 | women:sackmann:270281,women:sackmann:266384=0 | women:sackmann:270281=0,AUS,2008
MEDIUM,women,rianna alame,Rianna Alame,women:sackmann:270281,0,AUS,2008,U,,women:sackmann:270281,women:sackmann:266384 | women:sackmann:270281,women:sackmann:266384=0 | women:sackmann:270281=0,AUS,2008
MEDIUM,women,riya sachdeva,Riya Sachdeva,women:sackmann:263377,0,IND,,U,,women:sackmann:266744,women:sackmann:263377 | women:sackmann:266744,women:sackmann:263377=0 | women:sackmann:266744=0,IND,
MEDIUM,women,riya sachdeva,Riya Sachdeva,women:sackmann:266744,0,IND,,U,,women:sackmann:266744,women:sackmann:263377 | women:sackmann:266744,women:sackmann:263377=0 | women:sackmann:266744=0,IND,
MEDIUM,women,rocio rojo domingo,Rocio Rojo Domingo,women:sackmann:221011,0,ESP,2000,U,,women:sackmann:267583,women:sackmann:221011 | women:sackmann:267583,women:sackmann:221011=0 | women:sackmann:267583=0,ESP,2000
MEDIUM,women,rocio rojo domingo,Rocio Rojo Domingo,women:sackmann:267583,0,ESP,,U,,women:sackmann:267583,women:sackmann:221011 | women:sackmann:267583,women:sackmann:221011=0 | women:sackmann:267583=0,ESP,2000
MEDIUM,women,salma ewing,Salma Ewing,women:sackmann:215921,0,USA,2000,R,,women:sackmann:260299,women:sackmann:215921 | women:sackmann:260299,women:sackmann:215921=0 | women:sackmann:260299=0,USA,2000
MEDIUM,women,salma ewing,Salma Ewing,women:sackmann:260299,0,USA,,U,,women:sackmann:260299,women:sackmann:215921 | women:sackmann:260299,women:sackmann:215921=0 | women:sackmann:260299=0,USA,2000
MEDIUM,women,sara festa,Sara Festa,women:sackmann:260808,0,ITA,,U,,women:sackmann:267646,women:sackmann:260808 | women:sackmann:267646,women:sackmann:260808=0 | women:sackmann:267646=0,ITA,
MEDIUM,women,sara festa,Sara Festa,women:sackmann:267646,0,ITA,,U,,women:sackmann:267646,women:sackmann:260808 | women:sackmann:267646,women:sackmann:260808=0 | women:sackmann:267646=0,ITA,
MEDIUM,women,sara mickoska,Sara Mickoska,women:sackmann:263683,0,AUS,,U,,women:sackmann:266709,women:sackmann:263683 | women:sackmann:266709,women:sackmann:263683=0 | women:sackmann:266709=0,AUS,
MEDIUM,women,sara mickoska,Sara Mickoska,women:sackmann:266709,0,AUS,,U,,women:sackmann:266709,women:sackmann:263683 | women:sackmann:266709,women:sackmann:263683=0 | women:sackmann:266709=0,AUS,
MEDIUM,women,sara milagros floris,Sara Milagros Floris,women:sackmann:259735,0,ARG,2005,U,,women:sackmann:265633,women:sackmann:259735 | women:sackmann:265633,women:sackmann:259735=0 | women:sackmann:265633=0,ARG,2005
MEDIUM,women,sara milagros floris,Sara Milagros Floris,women:sackmann:265633,0,ARG,,U,,women:sackmann:265633,women:sackmann:259735 | women:sackmann:265633,women:sackmann:259735=0 | women:sackmann:265633=0,ARG,2005
MEDIUM,women,sarasa kaneko,Sarasa Kaneko,women:sackmann:264145,0,JPN,,U,,women:sackmann:267670,women:sackmann:264145 | women:sackmann:267670,women:sackmann:264145=0 | women:sackmann:267670=0,JPN,
MEDIUM,women,sarasa kaneko,Sarasa Kaneko,women:sackmann:267670,0,JPN,,U,,women:sackmann:267670,women:sackmann:264145 | women:sackmann:267670,women:sackmann:264145=0 | women:sackmann:267670=0,JPN,
MEDIUM,women,severine deppner,Severine Deppner,women:sackmann:234486,0,FRA,2007,U,,women:sackmann:266649,women:sackmann:234486 | women:sackmann:266649,women:sackmann:234486=0 | women:sackmann:266649=0,FRA,2007
MEDIUM,women,severine deppner,Severine Deppner,women:sackmann:266649,0,FRA,,U,,women:sackmann:266649,women:sackmann:234486 | women:sackmann:266649,women:sackmann:234486=0 | women:sackmann:266649=0,FRA,2007
MEDIUM,women,sofia camila rojas,Sofia Camila Rojas,women:sackmann:222007,0,USA,,U,,women:sackmann:266630,women:sackmann:222007 | women:sackmann:266630,women:sackmann:222007=0 | women:sackmann:266630=0,USA,2002
MEDIUM,women,sofia camila rojas,Sofia Camila Rojas,women:sackmann:266630,0,USA,2002,U,,women:sackmann:266630,women:sackmann:222007 | women:sackmann:266630,women:sackmann:222007=0 | women:sackmann:266630=0,USA,2002
MEDIUM,women,sophie llewellyn,Sophie Llewellyn,women:sackmann:265712,0,USA,,U,,women:sackmann:266686,women:sackmann:265712 | women:sackmann:266686,women:sackmann:265712=0 | women:sackmann:266686=0,USA,2006
MEDIUM,women,sophie llewellyn,Sophie Llewellyn,women:sackmann:266686,0,USA,2006,U,,women:sackmann:266686,women:sackmann:265712 | women:sackmann:266686,women:sackmann:265712=0 | women:sackmann:266686=0,USA,2006
MEDIUM,women,sophie mcdonald,Sophie Mcdonald,women:sackmann:259817,0,AUS,2005,U,,women:sackmann:264285,women:sackmann:259817 | women:sackmann:264285,women:sackmann:259817=0 | women:sackmann:264285=0,AUS,2005
MEDIUM,women,sophie mcdonald,Sophie Mcdonald,women:sackmann:264285,0,AUS,,U,,women:sackmann:264285,women:sackmann:259817 | women:sackmann:264285,women:sackmann:259817=0 | women:sackmann:264285=0,AUS,2005
MEDIUM,women,sophie stanton,Sophie Stanton,women:sackmann:266371,0,CAN,,U,,women:sackmann:269264,women:sackmann:266371 | women:sackmann:269264,women:sackmann:266371=0 | women:sackmann:269264=0,CAN,
MEDIUM,women,sophie stanton,Sophie Stanton,women:sackmann:269264,0,CAN,,U,,women:sackmann:269264,women:sackmann:266371 | women:sackmann:269264,women:sackmann:266371=0 | women:sackmann:269264=0,CAN,
MEDIUM,women,summer hupfeld,Summer Hupfeld,women:sackmann:260688,0,AUS,,U,,women:sackmann:266777,women:sackmann:260688 | women:sackmann:266777,women:sackmann:260688=0 | women:sackmann:266777=0,AUS,
MEDIUM,women,summer hupfeld,Summer Hupfeld,women:sackmann:266777,0,AUS,,U,,women:sackmann:266777,women:sackmann:260688 | women:sackmann:266777,women:sackmann:260688=0 | women:sackmann:266777=0,AUS,
MEDIUM,women,susanna maltby,Susanna Maltby,women:sackmann:260982,0,USA,,U,,women:sackmann:265622,women:sackmann:260982 | women:sackmann:265622,women:sackmann:260982=0 | women:sackmann:265622=0,USA,
MEDIUM,women,susanna maltby,Susanna Maltby,women:sackmann:265622,0,USA,,U,,women:sackmann:265622,women:sackmann:260982 | women:sackmann:265622,women:sackmann:260982=0 | women:sackmann:265622=0,USA,
MEDIUM,women,theodora degelow,Theodora Degelow,women:sackmann:260584,0,GER,,U,,women:sackmann:265659,women:sackmann:260584 | women:sackmann:265659,women:sackmann:260584=0 | women:sackmann:265659=0,GER,
MEDIUM,women,theodora degelow,Theodora Degelow,women:sackmann:265659,0,GER,,U,,women:sackmann:265659,women:sackmann:260584 | women:sackmann:265659,women:sackmann:260584=0 | women:sackmann:265659=0,GER,
MEDIUM,women,tiantsoa sarah rakotomanga rajaonah,Tiantsoa Sarah Rakotomanga Rajaonah,women:sackmann:239456,0,FRA,2006,L,,women:sackmann:266531,women:sackmann:239456 | women:sackmann:266531,women:sackmann:239456=0 | women:sackmann:266531=0,FRA,2006
MEDIUM,women,tiantsoa sarah rakotomanga rajaonah,Tiantsoa Sarah Rakotomanga Rajaonah,women:sackmann:266531,0,FRA,,U,,women:sackmann:266531,women:sackmann:239456 | women:sackmann:266531,women:sackmann:239456=0 | women:sackmann:266531=0,FRA,2006
MEDIUM,women,tzeng mu jie,Tzeng Mu Jie,women:sackmann:267182,0,TWN,,U,,women:sackmann:267448,women:sackmann:267182 | women:sackmann:267448,women:sackmann:267182=0 | women:sackmann:267448=0,TWN,
MEDIUM,women,tzeng mu jie,Tzeng Mu Jie,women:sackmann:267448,0,TWN,,U,,women:sackmann:267448,women:sackmann:267182 | women:sackmann:267448,women:sackmann:267182=0 | women:sackmann:267448=0,TWN,
MEDIUM,women,valentina surdo,Valentina Surdo,women:sackmann:260768,0,ARG,,U,,women:sackmann:265634,women:sackmann:260768 | women:sackmann:265634,women:sackmann:260768=0 | women:sackmann:265634=0,ARG,
MEDIUM,women,valentina surdo,Valentina Surdo,women:sackmann:265634,0,ARG,,U,,women:sackmann:265634,women:sackmann:260768 | women:sackmann:265634,women:sackmann:260768=0 | women:sackmann:265634=0,ARG,
MEDIUM,women,valeryia darashuk,Valeryia Darashuk,women:sackmann:260522,0,POL,,U,,women:sackmann:267736,women:sackmann:260522 | women:sackmann:267736,women:sackmann:260522=0 | women:sackmann:267736=0,POL,
MEDIUM,women,valeryia darashuk,Valeryia Darashuk,women:sackmann:267736,0,POL,,U,,women:sackmann:267736,women:sackmann:260522 | women:sackmann:267736,women:sackmann:260522=0 | women:sackmann:267736=0,POL,
MEDIUM,women,vanessa ioana georgiana popa teiusanu,Vanessa Ioana Georgiana Popa Teiusanu,women:sackmann:222847,0,ROU,2004,U,,women:sackmann:266600,women:sackmann:222847 | women:sackmann:266600,women:sackmann:222847=0 | women:sackmann:266600=0,ROU,2004
MEDIUM,women,vanessa ioana georgiana popa teiusanu,Vanessa Ioana Georgiana Popa Teiusanu,women:sackmann:266600,0,ROU,,U,,women:sackmann:266600,women:sackmann:222847 | women:sackmann:266600,women:sackmann:222847=0 | women:sackmann:266600=0,ROU,2004
MEDIUM,women,verona freigassner,Verona Freigassner,women:sackmann:260547,0,AUT,,U,,women:sackmann:269820,women:sackmann:260547 | women:sackmann:269820,women:sackmann:260547=0 | women:sackmann:269820=0,AUT,
MEDIUM,women,verona freigassner,Verona Freigassner,women:sackmann:269820,0,AUT,,U,,women:sackmann:269820,women:sackmann:260547 | women:sackmann:269820,women:sackmann:260547=0 | women:sackmann:269820=0,AUT,
MEDIUM,women,yu chin tsai,Yu Chin Tsai,women:sackmann:260705,0,TPE,,U,,women:sackmann:265621,women:sackmann:260705 | women:sackmann:264178 | women:sackmann:265621,women:sackmann:260705=0 | women:sackmann:264178=0 | women:sackmann:265621=0,TPE,
MEDIUM,women,yu chin tsai,Yu Chin Tsai,women:sackmann:264178,0,TPE,,U,,women:sackmann:265621,women:sackmann:260705 | women:sackmann:264178 | women:sackmann:265621,women:sackmann:260705=0 | women:sackmann:264178=0 | women:sackmann:265621=0,TPE,
MEDIUM,women,yu chin tsai,Yu Chin Tsai,women:sackmann:265621,0,TPE,,U,,women:sackmann:265621,women:sackmann:260705 | women:sackmann:264178 | women:sackmann:265621,women:sackmann:260705=0 | women:sackmann:264178=0 | women:sackmann:265621=0,TPE,
MEDIUM,women,yvonne bruce tagoe,Yvonne Bruce Tagoe,women:sackmann:220120,0,GHA,1996,R,,women:sackmann:266608,women:sackmann:220120 | women:sackmann:266608,women:sackmann:220120=0 | women:sackmann:266608=0,GHA,1996
MEDIUM,women,yvonne bruce tagoe,Yvonne Bruce Tagoe,women:sackmann:266608,0,GHA,,U,,women:sackmann:266608,women:sackmann:220120 | women:sackmann:266608,women:sackmann:220120=0 | women:sackmann:266608=0,GHA,1996
MEDIUM,women,zumra balkan,Zumra Balkan,women:sackmann:263972,0,TUR,,U,,women:sackmann:266535,women:sackmann:263972 | women:sackmann:266535,women:sackmann:263972=0 | women:sackmann:266535=0,TUR,
MEDIUM,women,zumra balkan,Zumra Balkan,women:sackmann:266535,0,TUR,,U,,women:sackmann:266535,women:sackmann:263972 | women:sackmann:266535,women:sackmann:263972=0 | women:sackmann:266535=0,TUR,
