api_player_key,raw_api_player_key,api_name,api_name_source,gender,mapping_status,today_match_count,opponent_name,opponents_today,tournament,event_names,event_type,event_type_types,reason
men:api:31252,31252,Faleh Alhogbani Anmar,api_cache_full_name,men,unmapped,1,Fumin Jiang,Fumin Jiang,M15 Kayseri 5,M15 Kayseri 5,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:1415,1415,Fernanda Herazo Gonzalez Maria,api_cache_full_name,women,unmapped,1,M. Estrella,M. Estrella,W15 Luque,W15 Luque,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
women:api:11486,11486,Fiorella Britez Risso Leyla,api_cache_full_name,women,unmapped,1,Marjorie Souza,Marjorie Souza,W15 Luque,W15 Luque,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
women:api:54084,54084,Florencia Urrutia Maria,api_cache_full_name,women,unmapped,1,Isabella Barrera Aguirre,Isabella Barrera Aguirre,W15 Luque,W15 Luque,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:67686,67686,Gabriel Papoe Cezar,api_cache_full_name,men,unmapped,1,Anas Mazdrashki,Anas Mazdrashki,M15 Constanta,M15 Constanta,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:13991,13991,Garbiela Vasilescu Arina,api_cache_full_name,women,unmapped,1,Lavinia Tanasie,Lavinia Tanasie,W15 Bucharest 2,W15 Bucharest 2,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
women:api:2115,2115,Ginevra Parentini,api_cache_full_name,women,unmapped,1,Julia Stusek,Julia Stusek,W35 Klosters,W35 Klosters,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:4567,4567,Hee Lee Duck,api_cache_full_name,men,unmapped,1,Moerani Bouzige,Moerani Bouzige,M15 Maanshan 6,M15 Maanshan 6,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:389,389,Hsin Tseng Chun,api_cache_full_name,men,unmapped,1,Laslo Djere,Laslo Djere,Parma,Parma,Challenger Men Singles,Challenger Men Singles,no_sackmann_candidate
women:api:103895,103895,I. Ivankovic,api_cache_short_name,women,unmapped,1,Laura Mair,Laura Mair,W35 Klosters,W35 Klosters,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:17436,17436,Inchauspe Paul,api_cache_full_name,men,unmapped,1,Cesar Bouchelaghem,Cesar Bouchelaghem,M15 Monastir 23,M15 Monastir 23,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:7249,7249,Ivan Justo Guido,api_cache_full_name,men,unmapped,1,Emanuel Ambrogi Luciano,Emanuel Ambrogi Luciano,Asuncion 2 (Paraguay) - Qualification,Asuncion 2 (Paraguay) - Qualification,Challenger Men Singles,Challenger Men Singles,no_sackmann_candidate
men:api:2853,2853,John Wolf Jeffrey,api_cache_full_name,men,unmapped,1,Milad Fahim Ilyas,Milad Fahim Ilyas,"M25 Tulsa, OK","M25 Tulsa, OK",Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:974,974,Jose Gutierrez Oscar,api_cache_full_name,men,unmapped,1,Ryan Nijboer,Ryan Nijboer,M15 Mungia-Laukariz,M15 Mungia-Laukariz,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:38273,38273,Kang Leong Mitsuki Wei,api_cache_full_name,men,unmapped,1,Shintaro Imai,Shintaro Imai,M15 Maanshan 6,M15 Maanshan 6,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:55113,55113,Kazuma Lee Karl,api_cache_full_name,men,unmapped,1,Rudy Quan,Rudy Quan,"M15 Irvine, CA","M15 Irvine, CA",Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:90141,90141,Liu Yuhan,api_cache_full_name,women,unmapped,1,Mutsumi Uemura,Mutsumi Uemura,W15 Sapporo,W15 Sapporo,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:2408,2408,Lucas Reis Da Silva Joao,api_cache_full_name,men,unmapped,1,Michele Ribecai,Michele Ribecai,Poznan,Poznan,Challenger Men Singles,Challenger Men Singles,no_sackmann_candidate
men:api:102651,102651,M. Bekeni,api_cache_short_name,men,unmapped,1,Branko Djuric,Branko Djuric,M15 Kursumlijska Banja 5,M15 Kursumlijska Banja 5,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:104052,104052,M. Estrella,api_cache_short_name,women,unmapped,1,Fernanda Herazo Gonzalez Maria,Fernanda Herazo Gonzalez Maria,W15 Luque,W15 Luque,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:104120,104120,M. Ristov,api_cache_short_name,men,unmapped,1,Maria Noce Gabriele,Maria Noce Gabriele,M15 Kursumlijska Banja 5,M15 Kursumlijska Banja 5,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:10017,10017,Manuel La Serna Juan,api_cache_full_name,men,unmapped,1,Conner Huertas Del Pino,Conner Huertas Del Pino,Asuncion 2 (Paraguay) - Qualification,Asuncion 2 (Paraguay) - Qualification,Challenger Men Singles,Challenger Men Singles,no_sackmann_candidate
women:api:75051,75051,Maria Buculei Iulia,api_cache_full_name,women,unmapped,1,Ilinca Sagmar,Ilinca Sagmar,W15 Bucharest 2,W15 Bucharest 2,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
women:api:53436,53436,Maria Gonzalez Daniele Justina,api_cache_full_name,women,unmapped,1,A. J. Lopez Ocampos,A. J. Lopez Ocampos,W15 Luque,W15 Luque,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:679,679,Maria Noce Gabriele,api_cache_full_name,men,unmapped,1,M. Ristov,M. Ristov,M15 Kursumlijska Banja 5,M15 Kursumlijska Banja 5,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:58571,58571,Marie Voracek Eva,api_cache_full_name,women,unmapped,1,Petra Sedlackova,Petra Sedlackova,W35 Klosters,W35 Klosters,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:67947,67947,Milad Fahim Ilyas,api_cache_full_name,men,unmapped,1,John Wolf Jeffrey,John Wolf Jeffrey,"M25 Tulsa, OK","M25 Tulsa, OK",Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:14638,14638,Nikita Mashtakov,api_cache_full_name,men,unmapped,1,Glib Sekachov,Glib Sekachov,M25 Samobor (Croatia),M25 Samobor (Croatia),Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:8649,8649,Orlando Fellin Pietro,api_cache_full_name,men,unmapped,1,Abel Forger,Abel Forger,M15 Gyula,M15 Gyula,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:89202,89202,Oscar Lien Johan,api_cache_full_name,men,unmapped,1,Sydney Zick,Sydney Zick,M15 Saarlouis,M15 Saarlouis,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:52688,52688,Ottavia Ghirardato Emma,api_cache_full_name,women,unmapped,1,M. Yemshanova,M. Yemshanova,W15 Kursumlijska Banja 5,W15 Kursumlijska Banja 5,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:63910,63910,Pranav Senthil Kumar Rethin,api_cache_full_name,men,unmapped,1,Dev Javia,Dev Javia,M15 Kayseri 5,M15 Kayseri 5,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
men:api:40066,40066,Razvan Marinescu Mihai,api_cache_full_name,men,unmapped,1,Adrian Boitan Gabi,Adrian Boitan Gabi,M15 Constanta,M15 Constanta,Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:69063,69063,Safina Popa Giulia,api_cache_full_name,women,unmapped,1,Alesia Breaz,Alesia Breaz,W15 Bucharest 2,W15 Bucharest 2,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
women:api:15649,15649,Sophie Steur Joelle Lilly,api_cache_full_name,women,unmapped,1,Ivana Sebestova,Ivana Sebestova,W35 Bolszewo (Poland),W35 Bolszewo (Poland),Itf Women Singles,Itf Women Singles,no_sackmann_candidate
women:api:40904,40904,T. Lemaitre,api_cache_short_name,women,unmapped,1,Anna Kubareva,Anna Kubareva,W35+H Tauste,W35+H Tauste,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
men:api:55610,55610,Thomas George Benjamin,api_cache_full_name,men,unmapped,1,Sebastian Sorger,Sebastian Sorger,M25 Samobor (Croatia),M25 Samobor (Croatia),Itf Men Singles,Itf Men Singles,no_sackmann_candidate
women:api:51325,51325,Tian Deng Tiana,api_cache_full_name,women,unmapped,1,Evialina Laskevich,Evialina Laskevich,W35 Zhengzhou (China),W35 Zhengzhou (China),Itf Women Singles,Itf Women Singles,no_sackmann_candidate
women:api:37163,37163,V. N. Sarganella,api_cache_short_name,women,unmapped,1,Marie Mettraux,Marie Mettraux,W15 Kursumlijska Banja 5,W15 Kursumlijska Banja 5,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
women:api:72448,72448,Victoria Balan Sara,api_cache_full_name,women,unmapped,1,A. Marinescu,A. Marinescu,W15 Bucharest 2,W15 Bucharest 2,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
women:api:28604,28604,W. Ewald,api_cache_short_name,women,missing_mapping_entry,1,Maja Pawelska,Maja Pawelska,W35 Bolszewo (Poland),W35 Bolszewo (Poland),Itf Women Singles,Itf Women Singles,no_sackmann_candidate
women:api:20694,20694,Wanja Brune Olsen Astrid,api_cache_full_name,women,unmapped,1,Daria Yesypchuk,Daria Yesypchuk,W15 Bucharest 2,W15 Bucharest 2,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
women:api:90543,90543,Xi Wu Ru,api_cache_full_name,women,unmapped,1,Meritxell Teixido Garcia,Meritxell Teixido Garcia,W35+H Tauste,W35+H Tauste,Itf Women Singles,Itf Women Singles,no_sackmann_candidate
women:api:8624,8624,Yu Ye Qiu,api_cache_full_name,women,unmapped,1,Yufei Ren,Yufei Ren,W35 Zhengzhou (China),W35 Zhengzhou (China),Itf Women Singles,Itf Women Singles,no_sackmann_candidate
